incident_hour,is_male,is_couple,Average high in ºF ,Average low in ºF ,Days with precipitation ,Av. precipitation in inch ,total_sunlight,total_dark
9,1,1,82,61,10,3.98,897,543
22,1,1,82,61,10,3.98,897,543
23,1,1,82,61,10,3.98,897,543
22,1,0,82,61,10,3.98,897,543
2,1,1,82,61,10,3.98,897,543
16,1,1,82,61,10,3.98,897,543
23,1,0,82,61,10,3.98,898,542
17,1,0,82,61,10,3.98,898,542
23,1,0,82,61,10,3.98,898,542
20,1,0,82,61,10,3.98,898,542
12,1,0,82,61,10,3.98,898,542
23,0,1,82,61,10,3.98,898,542
21,0,1,82,61,10,3.98,898,542
20,0,1,82,61,10,3.98,898,542
9,0,1,82,61,10,3.98,898,542
8,0,1,82,61,10,3.98,898,542
20,0,1,82,61,10,3.98,898,542
22,0,1,82,61,10,3.98,898,542
11,0,1,82,61,10,3.98,898,542
19,0,1,82,61,10,3.98,898,542
9,0,1,82,61,10,3.98,898,542
15,0,1,82,61,10,3.98,898,542
15,0,1,82,61,10,3.98,898,542
2,0,1,82,61,10,3.98,898,542
1,0,1,82,61,10,3.98,898,542
1,0,1,82,61,10,3.98,898,542
9,0,1,82,61,10,3.98,898,542
5,0,1,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
23,0,1,82,61,10,3.98,898,542
17,0,1,82,61,10,3.98,898,542
16,0,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
10,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
4,1,1,82,61,10,3.98,898,542
4,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
8,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
11,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
10,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
5,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
10,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
5,1,1,82,61,10,3.98,898,542
8,1,1,82,61,10,3.98,898,542
6,0,1,82,61,10,3.98,898,542
11,0,1,82,61,10,3.98,898,542
7,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
8,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
4,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
6,1,1,82,61,10,3.98,898,542
8,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
11,1,1,82,61,10,3.98,898,542
8,0,1,82,61,10,3.98,898,542
18,0,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
23,1,0,82,61,10,3.98,898,542
23,1,0,82,61,10,3.98,898,542
23,0,1,82,61,10,3.98,898,542
9,0,1,82,61,10,3.98,898,542
5,0,1,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
4,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
23,1,0,82,61,10,3.98,898,542
20,0,1,82,61,10,3.98,898,542
1,0,1,82,61,10,3.98,898,542
1,0,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
8,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
13,0,0,82,61,10,3.98,898,542
16,1,0,82,61,10,3.98,898,542
22,0,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
15,1,0,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
8,0,1,82,61,10,3.98,898,542
23,1,0,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
21,0,0,82,61,10,3.98,898,542
19,1,0,82,61,10,3.98,898,542
22,0,0,82,61,10,3.98,898,542
17,0,0,82,61,10,3.98,898,542
17,0,0,82,61,10,3.98,898,542
1,1,0,82,61,10,3.98,898,542
8,1,0,82,61,10,3.98,898,542
4,1,0,82,61,10,3.98,898,542
6,1,0,82,61,10,3.98,898,542
7,1,0,82,61,10,3.98,898,542
1,0,1,82,61,10,3.98,898,542
19,0,1,82,61,10,3.98,898,542
2,0,1,82,61,10,3.98,898,542
14,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
2,0,1,82,61,10,3.98,898,542
11,0,1,82,61,10,3.98,898,542
14,0,1,82,61,10,3.98,898,542
23,0,1,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
16,0,1,82,61,10,3.98,898,542
17,0,1,82,61,10,3.98,898,542
4,0,1,82,61,10,3.98,898,542
22,0,1,82,61,10,3.98,898,542
1,0,1,82,61,10,3.98,898,542
14,0,1,82,61,10,3.98,898,542
17,0,1,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
20,0,1,82,61,10,3.98,898,542
20,0,1,82,61,10,3.98,898,542
20,0,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
10,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
5,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
10,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
4,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
4,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
2,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
6,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
22,0,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
8,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
17,0,1,82,61,10,3.98,898,542
18,0,1,82,61,10,3.98,898,542
23,0,1,82,61,10,3.98,898,542
19,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
17,0,1,82,61,10,3.98,898,542
18,0,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
20,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
16,1,1,82,61,10,3.98,898,542
1,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
11,1,1,82,61,10,3.98,898,542
12,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
5,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
19,1,0,82,61,10,3.98,898,542
7,1,0,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
11,0,1,82,61,10,3.98,898,542
16,0,1,82,61,10,3.98,898,542
17,0,1,82,61,10,3.98,898,542
2,0,1,82,61,10,3.98,898,542
10,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
14,1,1,82,61,10,3.98,898,542
15,1,1,82,61,10,3.98,898,542
3,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
17,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
22,1,1,82,61,10,3.98,898,542
23,1,1,82,61,10,3.98,898,542
18,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
17,1,0,82,61,10,3.98,898,542
18,0,1,82,61,10,3.98,898,542
16,0,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
19,1,1,82,61,10,3.98,898,542
12,0,1,82,61,10,3.98,898,542
0,0,1,82,61,10,3.98,898,542
4,0,1,82,61,10,3.98,898,542
18,0,1,82,61,10,3.98,898,542
11,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
6,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
0,1,1,82,61,10,3.98,898,542
12,1,0,82,61,10,3.98,898,542
13,1,1,82,61,10,3.98,898,542
19,0,1,82,61,10,3.98,898,542
11,1,0,82,61,10,3.98,898,542
9,1,1,82,61,10,3.98,898,542
21,1,1,82,61,10,3.98,898,542
16,0,0,82,61,10,3.98,899,541
5,0,0,82,61,10,3.98,899,541
1,1,0,82,61,10,3.98,899,541
23,1,0,82,61,10,3.98,899,541
3,1,0,82,61,10,3.98,899,541
23,1,0,82,61,10,3.98,899,541
16,1,0,82,61,10,3.98,899,541
23,0,0,82,61,10,3.98,899,541
23,1,0,82,61,10,3.98,899,541
14,1,0,82,61,10,3.98,899,541
12,1,0,82,61,10,3.98,899,541
22,1,0,82,61,10,3.98,899,541
23,1,0,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
2,0,1,82,61,10,3.98,899,541
10,0,1,82,61,10,3.98,899,541
13,0,1,82,61,10,3.98,899,541
13,0,1,82,61,10,3.98,899,541
11,0,1,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
17,0,1,82,61,10,3.98,899,541
17,0,1,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
23,0,1,82,61,10,3.98,899,541
18,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
20,0,1,82,61,10,3.98,899,541
19,0,1,82,61,10,3.98,899,541
19,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
0,0,1,82,61,10,3.98,899,541
1,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
4,0,1,82,61,10,3.98,899,541
7,0,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
22,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
10,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
13,1,1,82,61,10,3.98,899,541
13,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
6,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
22,1,1,82,61,10,3.98,899,541
10,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
20,1,1,82,61,10,3.98,899,541
5,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
12,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
7,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
22,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
7,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
6,1,1,82,61,10,3.98,899,541
22,0,1,82,61,10,3.98,899,541
9,0,1,82,61,10,3.98,899,541
11,0,1,82,61,10,3.98,899,541
20,0,1,82,61,10,3.98,899,541
0,0,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
22,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
13,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
3,0,1,82,61,10,3.98,899,541
22,1,0,82,61,10,3.98,899,541
5,0,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
5,1,1,82,61,10,3.98,899,541
15,1,0,82,61,10,3.98,899,541
21,0,1,82,61,10,3.98,899,541
17,0,1,82,61,10,3.98,899,541
17,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
5,0,1,82,61,10,3.98,899,541
11,0,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
22,0,0,82,61,10,3.98,899,541
7,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
5,0,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
23,0,1,82,61,10,3.98,899,541
2,1,0,82,61,10,3.98,899,541
10,1,0,82,61,10,3.98,899,541
21,0,0,82,61,10,3.98,899,541
5,0,0,82,61,10,3.98,899,541
22,0,0,82,61,10,3.98,899,541
17,0,0,82,61,10,3.98,899,541
18,0,0,82,61,10,3.98,899,541
2,1,0,82,61,10,3.98,899,541
7,0,1,82,61,10,3.98,899,541
7,0,1,82,61,10,3.98,899,541
10,0,1,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
14,0,1,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
21,0,1,82,61,10,3.98,899,541
2,0,1,82,61,10,3.98,899,541
3,0,1,82,61,10,3.98,899,541
2,0,1,82,61,10,3.98,899,541
19,0,1,82,61,10,3.98,899,541
1,0,1,82,61,10,3.98,899,541
23,0,1,82,61,10,3.98,899,541
23,0,1,82,61,10,3.98,899,541
18,0,1,82,61,10,3.98,899,541
18,0,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
10,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
5,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
12,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
13,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
12,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
22,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
20,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
12,1,1,82,61,10,3.98,899,541
20,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
6,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
21,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
20,1,1,82,61,10,3.98,899,541
22,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
5,1,1,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
20,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
5,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
14,0,1,82,61,10,3.98,899,541
14,0,1,82,61,10,3.98,899,541
0,0,1,82,61,10,3.98,899,541
21,0,1,82,61,10,3.98,899,541
7,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
6,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
11,1,1,82,61,10,3.98,899,541
22,0,1,82,61,10,3.98,899,541
2,0,1,82,61,10,3.98,899,541
8,0,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
15,0,1,82,61,10,3.98,899,541
20,0,1,82,61,10,3.98,899,541
20,0,1,82,61,10,3.98,899,541
8,0,1,82,61,10,3.98,899,541
5,0,1,82,61,10,3.98,899,541
10,0,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
1,1,1,82,61,10,3.98,899,541
20,1,1,82,61,10,3.98,899,541
3,1,1,82,61,10,3.98,899,541
8,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
7,1,1,82,61,10,3.98,899,541
16,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
14,1,0,82,61,10,3.98,899,541
10,0,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
6,1,1,82,61,10,3.98,899,541
2,1,0,82,61,10,3.98,899,541
6,1,0,82,61,10,3.98,899,541
21,1,0,82,61,10,3.98,899,541
2,0,1,82,61,10,3.98,899,541
23,1,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
2,1,1,82,61,10,3.98,899,541
17,1,1,82,61,10,3.98,899,541
18,1,1,82,61,10,3.98,899,541
6,0,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
19,1,1,82,61,10,3.98,899,541
12,0,1,82,61,10,3.98,899,541
9,0,1,82,61,10,3.98,899,541
14,1,1,82,61,10,3.98,899,541
22,1,0,82,61,10,3.98,899,541
7,0,1,82,61,10,3.98,899,541
16,0,1,82,61,10,3.98,899,541
8,0,1,82,61,10,3.98,899,541
9,1,1,82,61,10,3.98,899,541
13,1,1,82,61,10,3.98,899,541
0,1,1,82,61,10,3.98,899,541
15,1,1,82,61,10,3.98,899,541
8,0,1,82,61,10,3.98,899,541
15,1,0,82,61,10,3.98,899,541
4,1,1,82,61,10,3.98,899,541
17,1,0,82,61,10,3.98,899,541
17,1,0,82,61,10,3.98,900,540
12,1,0,82,61,10,3.98,900,540
20,1,0,82,61,10,3.98,900,540
14,1,0,82,61,10,3.98,900,540
9,1,0,82,61,10,3.98,900,540
14,1,0,82,61,10,3.98,900,540
0,0,1,82,61,10,3.98,900,540
1,0,1,82,61,10,3.98,900,540
8,0,1,82,61,10,3.98,900,540
23,0,1,82,61,10,3.98,900,540
22,0,1,82,61,10,3.98,900,540
17,0,1,82,61,10,3.98,900,540
12,0,1,82,61,10,3.98,900,540
5,0,1,82,61,10,3.98,900,540
19,0,1,82,61,10,3.98,900,540
22,0,1,82,61,10,3.98,900,540
23,0,1,82,61,10,3.98,900,540
12,0,1,82,61,10,3.98,900,540
21,0,1,82,61,10,3.98,900,540
9,0,1,82,61,10,3.98,900,540
21,0,1,82,61,10,3.98,900,540
